session_id,customer_id,session_start,session_end,device,landing_page,marketing_campaign_id,converted
5666,1050,2024-11-04 16:47:19,2024-11-04 16:54:19,desktop,/category/apparel,,False
5667,636,2025-12-15 03:27:52,2025-12-15 03:35:52,mobile,/blog,,False
5668,,2024-10-18 08:48:05,2024-10-18 09:28:05,desktop,/category/electronics,12,False
5669,299,2025-05-26 01:11:24,2025-05-26 01:30:24,desktop,/product-search,2,True
5670,,2024-09-27 00:34:38,2024-09-27 00:55:38,mobile,/product-search,,False
5671,22,2024-12-19 13:28:03,2024-12-19 13:45:03,desktop,/home,4,False
5672,461,2024-09-06 01:22:43,2024-09-06 01:46:43,desktop,/product-search,5,False
5673,348,2025-06-17 03:32:48,2025-06-17 03:34:48,tablet,/category/electronics,,False
5674,1316,2025-11-04 16:35:25,2025-11-04 17:13:25,desktop,/home,2,True
5675,913,2025-11-18 23:49:11,2025-11-19 00:01:11,desktop,/product-search,,False
5676,1242,2025-12-19 12:17:30,2025-12-19 12:28:30,desktop,/deals,,False
5677,,2024-04-15 14:24:44,2024-04-15 14:42:44,mobile,/home,,False
5678,,2024-04-19 18:57:12,2024-04-19 19:00:12,tablet,/deals,,False
5679,,2024-04-12 08:53:44,2024-04-12 08:57:44,tablet,/product-search,15,False
5680,619,2025-08-27 09:14:29,2025-08-27 09:45:29,tablet,/product-search,6,False
5681,,2024-08-30 12:51:27,2024-08-30 13:08:27,mobile,/product-search,,False
5682,628,2025-12-04 11:00:05,2025-12-04 11:02:05,desktop,/product-search,,False
5683,659,2024-11-29 18:30:04,2024-11-29 18:54:04,tablet,/product-search,,True
5684,1323,2025-07-21 23:54:03,2025-07-22 00:34:03,tablet,/home,,True
5685,1187,2024-08-26 18:13:22,2024-08-26 18:40:22,mobile,/category/apparel,,False
5686,367,2025-11-25 07:28:56,2025-11-25 07:30:56,tablet,/blog,,False
5687,,2025-02-25 23:34:18,2025-02-26 00:12:18,desktop,/deals,,False
5688,,2024-04-28 19:15:48,2024-04-28 19:37:48,tablet,/category/electronics,,False
5689,953,2025-10-16 19:03:26,2025-10-16 19:04:26,desktop,/category/apparel,,False
5690,584,2025-06-25 16:02:03,2025-06-25 16:15:03,tablet,/category/apparel,,False
5691,881,2025-11-01 07:25:47,2025-11-01 07:44:47,tablet,/category/apparel,6,False
5692,504,2024-09-22 11:28:07,2024-09-22 11:35:07,desktop,/deals,1,True
5693,384,2025-10-10 00:38:35,2025-10-10 00:59:35,desktop,/product-search,,True
5694,392,2024-11-18 05:53:58,2024-11-18 06:01:58,desktop,/product-search,5,False
5695,135,2025-04-16 11:35:41,2025-04-16 11:43:41,desktop,/blog,,True
5696,769,2025-11-14 00:06:30,2025-11-14 00:40:30,tablet,/deals,,False
5697,449,2025-05-20 14:23:48,2025-05-20 14:53:48,tablet,/blog,,True
5698,522,2025-11-14 07:43:51,2025-11-14 08:14:51,tablet,/category/electronics,,False
5699,715,2025-03-24 02:07:25,2025-03-24 02:09:25,desktop,/category/electronics,,False
5700,176,2025-11-29 10:19:23,2025-11-29 10:45:23,mobile,/deals,,True
5701,,2025-05-29 10:06:29,2025-05-29 10:34:29,desktop,/category/electronics,,False
5702,771,2025-12-13 11:32:01,2025-12-13 11:56:01,tablet,/deals,10,False
5703,865,2024-10-24 14:50:38,2024-10-24 14:59:38,mobile,/product-search,,False
5704,,2024-04-13 01:25:49,2024-04-13 01:36:49,mobile,/blog,8,False
5705,1394,2025-12-08 14:47:00,2025-12-08 14:54:00,mobile,/category/electronics,6,False
5706,838,2025-04-20 20:09:59,2025-04-20 20:54:59,desktop,/product-search,,False
5707,,2025-10-31 15:30:45,2025-10-31 16:07:45,desktop,/deals,15,False
5708,1144,2025-12-23 13:36:13,2025-12-23 14:08:13,desktop,/product-search,1,True
5709,1228,2025-11-20 03:25:29,2025-11-20 03:45:29,mobile,/home,,False
5710,464,2025-11-06 10:21:45,2025-11-06 10:39:45,tablet,/category/electronics,6,False
5711,632,2025-01-27 08:48:21,2025-01-27 09:17:21,desktop,/product-search,,True
5712,1015,2024-12-15 16:17:35,2024-12-15 16:18:35,desktop,/product-search,12,True
5713,,2024-01-12 10:33:42,2024-01-12 10:40:42,desktop,/deals,14,False
5714,,2025-10-09 03:46:32,2025-10-09 04:10:32,desktop,/category/apparel,14,False
5715,,2025-09-15 23:19:45,2025-09-15 23:24:45,mobile,/deals,,False
5716,1137,2025-09-29 04:53:04,2025-09-29 05:33:04,tablet,/deals,3,False
5717,,2024-09-27 21:02:35,2024-09-27 21:27:35,desktop,/blog,,False
5718,,2025-01-26 16:16:51,2025-01-26 16:49:51,tablet,/home,,False
5719,,2024-12-03 12:15:03,2024-12-03 12:52:03,tablet,/product-search,5,False
5720,1402,2025-09-22 19:11:58,2025-09-22 19:38:58,mobile,/deals,,False
5721,767,2025-11-18 21:06:36,2025-11-18 21:50:36,mobile,/product-search,13,True
5722,702,2025-12-29 03:22:56,2025-12-29 03:54:56,mobile,/category/apparel,7,False
5723,,2025-03-22 22:53:47,2025-03-22 22:58:47,desktop,/product-search,,False
5724,148,2025-03-12 08:59:15,2025-03-12 09:04:15,mobile,/blog,,True
5725,52,2025-09-02 13:37:07,2025-09-02 13:42:07,tablet,/product-search,3,False
5726,304,2024-08-28 08:05:17,2024-08-28 08:36:17,mobile,/deals,,False
5727,,2024-11-22 18:23:53,2024-11-22 18:31:53,mobile,/product-search,,False
5728,,2024-12-09 18:27:26,2024-12-09 18:40:26,mobile,/category/apparel,,False
5729,,2024-07-11 20:06:32,2024-07-11 20:41:32,tablet,/home,,False
5730,904,2025-10-29 03:03:03,2025-10-29 03:04:03,desktop,/category/electronics,10,True
5731,410,2025-12-18 20:00:39,2025-12-18 20:36:39,mobile,/blog,13,False
5732,,2025-11-16 02:31:09,2025-11-16 03:09:09,mobile,/home,,False
5733,630,2025-12-03 13:45:41,2025-12-03 14:26:41,desktop,/deals,10,False
5734,,2024-11-12 09:20:55,2024-11-12 09:33:55,desktop,/home,,False
5735,,2025-11-17 21:54:57,2025-11-17 22:13:57,mobile,/category/electronics,10,False
5736,,2025-05-01 23:56:25,2025-05-02 00:28:25,desktop,/blog,,False
5737,943,2025-04-27 19:07:27,2025-04-27 19:22:27,tablet,/category/apparel,,True
5738,677,2025-12-10 15:37:37,2025-12-10 16:05:37,mobile,/blog,,True
5739,,2024-01-04 01:30:45,2024-01-04 01:55:45,desktop,/blog,14,False
5740,1362,2025-11-08 13:02:42,2025-11-08 13:35:42,tablet,/category/apparel,,False
5741,1198,2025-08-30 22:18:38,2025-08-30 22:49:38,desktop,/blog,,False
5742,897,2025-05-31 18:29:43,2025-05-31 18:46:43,desktop,/category/electronics,,True
5743,,2025-12-06 01:53:24,2025-12-06 02:16:24,tablet,/product-search,,False
5744,408,2025-09-24 00:51:29,2025-09-24 01:24:29,desktop,/blog,,True
5745,1026,2025-12-28 02:55:48,2025-12-28 03:05:48,tablet,/product-search,,True
5746,673,2025-01-15 16:18:28,2025-01-15 16:32:28,tablet,/category/apparel,,True
5747,255,2025-09-05 21:23:23,2025-09-05 22:05:23,desktop,/product-search,,False
5748,246,2025-01-30 20:40:19,2025-01-30 21:09:19,tablet,/deals,,False
5749,771,2024-12-30 07:44:55,2024-12-30 08:03:55,tablet,/blog,,False
5750,,2024-03-31 12:55:22,2024-03-31 13:15:22,mobile,/category/apparel,,False
5751,532,2025-10-29 00:47:47,2025-10-29 01:18:47,desktop,/category/electronics,,False
5752,69,2024-11-15 21:51:39,2024-11-15 22:15:39,mobile,/deals,12,False
5753,534,2025-05-29 16:28:38,2025-05-29 16:33:38,tablet,/home,,False
5754,,2024-08-11 03:17:58,2024-08-11 03:43:58,tablet,/product-search,,False
5755,848,2025-06-19 09:33:53,2025-06-19 10:08:53,tablet,/category/apparel,7,False
5756,,2025-03-06 14:02:06,2025-03-06 14:18:06,mobile,/home,7,False
5757,290,2025-12-29 00:47:34,2025-12-29 01:29:34,mobile,/product-search,1,False
5758,480,2025-11-27 23:00:25,2025-11-27 23:35:25,tablet,/home,,False
5759,415,2025-12-14 15:58:42,2025-12-14 16:02:42,mobile,/category/electronics,,False
5760,,2024-04-30 05:49:16,2024-04-30 06:09:16,mobile,/category/electronics,,False
5761,1165,2025-12-25 11:41:29,2025-12-25 11:59:29,tablet,/category/electronics,,False
5762,226,2025-10-06 20:31:37,2025-10-06 21:03:37,mobile,/category/apparel,,True
5763,,2024-09-12 07:40:45,2024-09-12 07:44:45,tablet,/deals,,False
5764,1321,2025-12-24 01:19:57,2025-12-24 01:34:57,desktop,/category/electronics,10,True
5765,1411,2025-12-12 03:26:20,2025-12-12 03:41:20,desktop,/category/electronics,13,True
5766,76,2025-05-08 12:49:59,2025-05-08 13:17:59,mobile,/deals,,False
5767,,2025-04-09 16:44:47,2025-04-09 17:06:47,desktop,/deals,1,False
5768,,2024-01-27 03:27:24,2024-01-27 04:11:24,tablet,/blog,2,False
5769,,2024-05-20 20:19:39,2024-05-20 20:32:39,tablet,/category/electronics,8,False
5770,366,2024-03-06 13:50:35,2024-03-06 14:19:35,desktop,/home,1,False
5771,913,2025-12-13 19:29:42,2025-12-13 20:08:42,desktop,/product-search,,False
5772,877,2025-04-08 06:53:11,2025-04-08 07:25:11,desktop,/blog,14,False
5773,,2024-03-22 21:30:04,2024-03-22 22:03:04,mobile,/category/electronics,5,False
5774,1298,2025-08-14 06:49:14,2025-08-14 07:00:14,mobile,/blog,,False
5775,805,2025-09-13 05:37:16,2025-09-13 05:42:16,tablet,/home,14,False
5776,,2025-04-03 03:54:43,2025-04-03 04:13:43,desktop,/category/apparel,,False
5777,1008,2025-11-20 15:57:14,2025-11-20 16:28:14,mobile,/category/apparel,6,True
5778,,2024-08-20 19:33:23,2024-08-20 19:42:23,tablet,/blog,,False
5779,,2024-03-15 19:27:43,2024-03-15 19:33:43,desktop,/blog,11,False
5780,1061,2025-12-03 21:30:36,2025-12-03 22:07:36,mobile,/home,13,False
5781,840,2024-12-26 11:17:21,2024-12-26 11:29:21,tablet,/category/electronics,11,True
5782,1286,2025-05-23 10:50:26,2025-05-23 11:26:26,desktop,/blog,,True
5783,1328,2025-08-11 18:19:40,2025-08-11 18:34:40,mobile,/product-search,9,True
5784,,2025-11-17 09:57:09,2025-11-17 10:35:09,desktop,/home,,False
5785,,2024-07-20 08:30:12,2024-07-20 08:42:12,mobile,/category/apparel,,False
5786,460,2025-09-19 21:59:09,2025-09-19 22:32:09,desktop,/deals,14,False
5787,71,2025-07-22 06:12:39,2025-07-22 06:45:39,mobile,/category/apparel,,False
5788,365,2025-12-29 15:42:35,2025-12-29 15:46:35,desktop,/product-search,8,False
5789,,2024-07-26 13:06:52,2024-07-26 13:14:52,mobile,/category/apparel,4,False
5790,508,2024-08-04 04:56:30,2024-08-04 04:58:30,mobile,/product-search,,False
5791,,2025-04-02 22:45:41,2025-04-02 23:30:41,mobile,/home,,False
5792,,2025-05-16 13:08:58,2025-05-16 13:33:58,mobile,/blog,3,False
5793,1159,2024-06-13 09:15:42,2024-06-13 09:44:42,tablet,/home,,False
5794,1421,2025-08-10 02:18:43,2025-08-10 02:38:43,tablet,/category/apparel,,False
5795,,2024-04-17 08:38:43,2024-04-17 08:50:43,tablet,/category/apparel,1,False
5796,773,2025-12-08 06:10:19,2025-12-08 06:35:19,mobile,/blog,,False
5797,1241,2025-03-08 11:35:49,2025-03-08 12:10:49,mobile,/product-search,,False
5798,,2025-11-19 14:05:04,2025-11-19 14:44:04,tablet,/blog,,False
5799,,2025-05-16 07:31:04,2025-05-16 07:55:04,tablet,/product-search,2,False
5800,648,2025-12-29 09:14:33,2025-12-29 09:23:33,tablet,/deals,11,False
5801,,2025-05-21 15:38:02,2025-05-21 16:01:02,mobile,/category/apparel,,False
5802,,2024-08-05 13:55:57,2024-08-05 14:23:57,tablet,/category/apparel,,False
5803,456,2025-10-27 17:05:15,2025-10-27 17:11:15,tablet,/category/apparel,6,False
5804,355,2025-08-04 23:31:11,2025-08-05 00:12:11,tablet,/deals,15,True
5805,1303,2025-10-03 05:01:03,2025-10-03 05:04:03,desktop,/deals,,False
5806,,2024-04-20 21:01:15,2024-04-20 21:31:15,tablet,/category/electronics,,False
5807,515,2025-05-07 15:23:39,2025-05-07 15:41:39,desktop,/category/electronics,,False
5808,,2024-01-28 15:49:26,2024-01-28 15:52:26,tablet,/deals,15,False
5809,,2025-12-07 15:51:06,2025-12-07 15:59:06,desktop,/deals,,False
5810,1179,2025-06-22 02:40:31,2025-06-22 03:23:31,mobile,/category/electronics,3,True
5811,588,2025-12-16 00:58:40,2025-12-16 01:40:40,mobile,/home,1,False
5812,1325,2025-05-28 09:51:30,2025-05-28 10:07:30,desktop,/deals,7,True
5813,,2025-02-10 10:55:11,2025-02-10 11:32:11,tablet,/blog,12,False
5814,421,2025-08-28 19:58:06,2025-08-28 20:38:06,desktop,/home,,False
5815,,2024-08-25 16:09:30,2024-08-25 16:53:30,tablet,/category/electronics,,False
5816,,2025-09-27 02:56:57,2025-09-27 03:12:57,tablet,/blog,9,False
5817,,2024-11-19 11:37:26,2024-11-19 11:48:26,desktop,/home,,False
5818,992,2025-02-26 06:14:50,2025-02-26 06:48:50,tablet,/deals,,False
5819,,2025-07-01 02:25:58,2025-07-01 03:05:58,mobile,/category/apparel,12,False
5820,260,2025-02-13 06:02:11,2025-02-13 06:45:11,desktop,/category/apparel,15,False
5821,1139,2025-04-22 20:04:18,2025-04-22 20:31:18,mobile,/deals,,False
5822,,2025-05-31 19:14:35,2025-05-31 19:57:35,mobile,/blog,,False
5823,726,2024-12-12 10:59:34,2024-12-12 11:35:34,tablet,/category/electronics,5,True
5824,323,2025-08-08 04:41:49,2025-08-08 05:23:49,desktop,/product-search,8,False
5825,,2024-05-01 18:13:04,2024-05-01 18:37:04,mobile,/product-search,,False
5826,1380,2025-06-12 22:02:13,2025-06-12 22:05:13,desktop,/category/apparel,,False
5827,233,2024-06-24 20:33:09,2024-06-24 21:06:09,desktop,/category/apparel,14,True
5828,151,2025-02-20 18:12:40,2025-02-20 18:50:40,tablet,/product-search,,False
5829,,2024-05-09 11:33:26,2024-05-09 12:11:26,desktop,/category/electronics,,False
5830,,2024-04-08 16:38:23,2024-04-08 16:46:23,mobile,/category/apparel,15,False
5831,,2025-10-21 04:33:46,2025-10-21 05:18:46,desktop,/deals,,False
5832,,2024-09-16 04:21:35,2024-09-16 05:00:35,desktop,/blog,,False
5833,,2024-05-02 15:19:22,2024-05-02 15:35:22,desktop,/blog,,False
5834,1428,2025-06-22 08:48:03,2025-06-22 09:18:03,desktop,/category/apparel,,False
5835,672,2025-05-28 13:04:30,2025-05-28 13:38:30,mobile,/category/electronics,9,True
5836,,2024-01-15 04:37:12,2024-01-15 04:53:12,mobile,/blog,,False
5837,1061,2025-08-21 12:45:59,2025-08-21 13:27:59,mobile,/deals,,False
5838,3,2025-12-31 18:37:34,2025-12-31 18:53:34,desktop,/category/apparel,6,False
5839,564,2025-06-09 11:53:01,2025-06-09 12:14:01,mobile,/category/electronics,15,True
5840,1067,2025-12-28 19:22:40,2025-12-28 20:06:40,mobile,/product-search,,False
5841,,2025-12-16 14:10:00,2025-12-16 14:28:00,desktop,/category/apparel,15,False
5842,598,2025-02-11 09:04:11,2025-02-11 09:33:11,tablet,/deals,,False
5843,500,2025-01-26 16:19:47,2025-01-26 16:42:47,tablet,/product-search,,False
5844,1193,2024-08-08 16:43:35,2024-08-08 16:50:35,desktop,/product-search,,False
5845,,2025-10-21 17:22:08,2025-10-21 17:24:08,mobile,/category/electronics,7,False
5846,620,2025-01-09 06:32:02,2025-01-09 07:17:02,mobile,/home,,False
5847,448,2024-04-29 18:12:32,2024-04-29 18:30:32,mobile,/product-search,6,False
5848,1306,2025-08-15 13:43:13,2025-08-15 14:05:13,desktop,/home,8,False
5849,,2025-11-04 08:43:52,2025-11-04 08:44:52,mobile,/category/electronics,3,False
5850,481,2025-10-17 21:30:23,2025-10-17 22:01:23,mobile,/category/apparel,,False
5851,1281,2025-03-31 18:30:45,2025-03-31 19:12:45,tablet,/category/electronics,15,False
5852,,2024-11-06 05:07:30,2024-11-06 05:10:30,mobile,/category/apparel,,False
5853,1316,2025-11-06 07:49:25,2025-11-06 08:29:25,desktop,/deals,,False
5854,249,2025-01-28 10:57:26,2025-01-28 11:41:26,desktop,/category/apparel,,False
5855,,2024-12-20 06:05:28,2024-12-20 06:07:28,desktop,/category/apparel,,False
5856,,2025-06-14 16:14:40,2025-06-14 16:42:40,mobile,/category/apparel,,False
5857,119,2025-05-13 05:06:54,2025-05-13 05:22:54,mobile,/deals,2,True
5858,,2024-11-17 05:38:43,2024-11-17 06:01:43,mobile,/category/electronics,,False
5859,1470,2025-07-24 13:23:47,2025-07-24 13:32:47,mobile,/category/apparel,,False
5860,753,2025-12-31 21:15:34,2025-12-31 21:59:34,desktop,/home,6,True
5861,462,2024-11-29 11:15:50,2024-11-29 11:50:50,desktop,/blog,9,False
5862,779,2024-12-17 23:30:46,2024-12-17 23:38:46,desktop,/category/electronics,3,False
5863,,2024-09-16 12:07:39,2024-09-16 12:13:39,tablet,/product-search,,False
5864,974,2024-06-04 12:33:37,2024-06-04 13:13:37,mobile,/category/apparel,,False
5865,617,2025-10-22 21:07:04,2025-10-22 21:50:04,desktop,/product-search,10,False
5866,851,2025-11-13 12:07:18,2025-11-13 12:08:18,mobile,/deals,9,False
5867,,2025-03-16 09:31:01,2025-03-16 09:38:01,desktop,/deals,,False
5868,,2025-03-29 08:33:19,2025-03-29 08:40:19,desktop,/home,,False
5869,3,2025-11-07 01:09:31,2025-11-07 01:10:31,desktop,/category/electronics,14,False
5870,1052,2025-05-09 23:37:01,2025-05-10 00:16:01,mobile,/product-search,14,False
5871,326,2025-01-31 02:48:53,2025-01-31 02:49:53,desktop,/product-search,,False
5872,923,2024-12-21 07:46:13,2024-12-21 08:03:13,mobile,/deals,,True
5873,373,2024-07-25 20:23:55,2024-07-25 20:59:55,desktop,/category/apparel,5,True
5874,691,2025-02-22 13:33:14,2025-02-22 13:46:14,tablet,/home,14,False
5875,921,2025-12-09 03:18:29,2025-12-09 03:37:29,mobile,/category/apparel,14,False
5876,,2025-09-17 03:24:41,2025-09-17 03:41:41,desktop,/category/electronics,,False
5877,,2024-06-28 21:51:34,2024-06-28 22:03:34,tablet,/deals,1,False
5878,1388,2025-12-18 17:25:49,2025-12-18 17:47:49,mobile,/deals,3,True
5879,887,2024-07-21 15:25:49,2024-07-21 15:59:49,desktop,/product-search,,False
5880,1411,2024-09-18 21:15:21,2024-09-18 21:42:21,tablet,/deals,,False
5881,1482,2025-11-04 17:26:05,2025-11-04 17:30:05,tablet,/category/electronics,,False
5882,,2024-06-28 08:05:15,2024-06-28 08:31:15,tablet,/category/apparel,,False
5883,997,2025-08-25 20:54:19,2025-08-25 21:03:19,mobile,/category/electronics,,False
5884,,2025-12-14 19:15:58,2025-12-14 19:49:58,desktop,/category/electronics,,False
5885,672,2025-06-20 01:31:59,2025-06-20 02:01:59,desktop,/deals,,True
5886,,2025-06-01 03:33:23,2025-06-01 03:49:23,tablet,/home,14,False
5887,698,2025-11-28 22:07:00,2025-11-28 22:42:00,mobile,/category/apparel,,False
5888,445,2025-12-10 02:02:36,2025-12-10 02:47:36,mobile,/blog,,False
5889,1223,2025-12-14 21:41:01,2025-12-14 22:20:01,desktop,/category/electronics,,False
5890,1208,2025-04-10 03:00:32,2025-04-10 03:37:32,tablet,/category/apparel,,False
5891,953,2025-04-22 19:50:35,2025-04-22 20:31:35,mobile,/category/apparel,,False
5892,830,2025-11-13 04:47:20,2025-11-13 05:25:20,mobile,/category/apparel,5,False
5893,,2025-02-01 20:25:41,2025-02-01 21:04:41,tablet,/product-search,,False
5894,422,2025-10-10 01:34:20,2025-10-10 01:43:20,tablet,/category/electronics,2,False
5895,1001,2025-06-27 12:43:30,2025-06-27 13:10:30,desktop,/blog,6,False
5896,722,2025-12-15 16:55:53,2025-12-15 17:24:53,tablet,/product-search,,False
5897,1162,2025-11-01 03:38:35,2025-11-01 03:46:35,mobile,/product-search,6,False
5898,363,2025-11-11 11:53:48,2025-11-11 12:29:48,desktop,/home,,True
5899,115,2025-05-08 02:52:01,2025-05-08 03:16:01,tablet,/deals,,False
5900,293,2025-02-03 21:15:54,2025-02-03 21:52:54,desktop,/product-search,,False
5901,,2025-09-27 06:42:16,2025-09-27 07:20:16,mobile,/category/electronics,,False
5902,400,2025-02-22 15:50:58,2025-02-22 15:56:58,desktop,/product-search,,False
5903,127,2025-10-03 16:37:15,2025-10-03 16:46:15,desktop,/product-search,5,False
5904,112,2024-07-17 00:36:28,2024-07-17 01:03:28,tablet,/product-search,,False
5905,891,2025-04-08 12:24:37,2025-04-08 12:53:37,tablet,/category/electronics,,False
5906,,2024-10-27 16:12:24,2024-10-27 16:29:24,tablet,/product-search,7,True
5907,106,2025-02-17 10:46:48,2025-02-17 10:56:48,tablet,/product-search,,False
5908,,2025-10-13 18:07:52,2025-10-13 18:16:52,desktop,/category/apparel,,False
5909,1223,2025-12-04 07:44:05,2025-12-04 07:59:05,tablet,/blog,,True
5910,294,2025-12-30 01:49:04,2025-12-30 02:13:04,tablet,/home,10,False
5911,,2025-01-02 18:28:51,2025-01-02 18:38:51,mobile,/blog,,False
5912,645,2024-11-21 05:54:31,2024-11-21 06:05:31,tablet,/product-search,8,True
5913,,2024-12-17 23:08:53,2024-12-17 23:51:53,mobile,/deals,,False
5914,1374,2025-10-16 19:07:48,2025-10-16 19:39:48,mobile,/deals,,True
5915,595,2025-12-31 07:44:07,2025-12-31 08:00:07,desktop,/deals,,False
5916,,2024-05-05 04:27:31,2024-05-05 04:44:31,desktop,/deals,,False
5917,843,2024-12-27 01:30:24,2024-12-27 02:15:24,tablet,/home,,False
5918,1409,2024-10-26 19:22:25,2024-10-26 19:40:25,tablet,/blog,,True
5919,1500,2025-08-02 09:57:32,2025-08-02 10:39:32,tablet,/product-search,,True
5920,687,2025-08-06 15:11:54,2025-08-06 15:51:54,tablet,/product-search,,False
5921,,2024-03-03 16:37:20,2024-03-03 17:05:20,tablet,/category/electronics,,False
5922,1371,2025-12-31 13:54:25,2025-12-31 13:55:25,desktop,/category/apparel,,False
5923,912,2025-11-15 00:18:36,2025-11-15 00:38:36,desktop,/deals,,True
5924,1276,2024-12-30 04:39:35,2024-12-30 04:59:35,tablet,/home,,False
5925,966,2025-10-08 13:23:15,2025-10-08 13:45:15,tablet,/deals,,True
5926,329,2025-09-11 12:48:04,2025-09-11 13:22:04,desktop,/category/electronics,15,True
5927,,2024-09-28 10:27:12,2024-09-28 10:57:12,tablet,/deals,13,False
5928,,2024-08-26 17:12:08,2024-08-26 17:36:08,tablet,/home,6,False
5929,359,2025-07-04 14:34:17,2025-07-04 14:35:17,mobile,/deals,,True
5930,105,2025-05-02 11:03:00,2025-05-02 11:40:00,mobile,/product-search,,False
5931,,2025-07-18 03:01:47,2025-07-18 03:26:47,tablet,/home,,False
5932,383,2025-02-18 12:56:21,2025-02-18 13:04:21,desktop,/product-search,,True
5933,464,2025-09-08 10:48:49,2025-09-08 11:31:49,mobile,/product-search,,True
5934,,2025-06-16 00:20:19,2025-06-16 00:36:19,mobile,/category/apparel,8,False
5935,77,2025-10-26 18:14:52,2025-10-26 18:54:52,mobile,/category/electronics,,False
5936,214,2025-08-23 01:21:04,2025-08-23 01:47:04,mobile,/deals,,False
5937,297,2025-09-15 18:48:25,2025-09-15 19:24:25,mobile,/deals,,False
5938,1428,2025-11-06 00:49:23,2025-11-06 01:11:23,mobile,/deals,12,False
5939,,2025-09-20 05:54:23,2025-09-20 06:11:23,desktop,/blog,15,False
5940,479,2025-10-11 03:13:57,2025-10-11 03:40:57,desktop,/category/apparel,11,False
5941,,2025-05-13 13:31:52,2025-05-13 14:14:52,desktop,/blog,,False
5942,,2025-12-01 11:53:41,2025-12-01 12:14:41,desktop,/blog,,False
5943,141,2024-06-16 03:56:26,2024-06-16 03:57:26,desktop,/product-search,2,True
5944,352,2024-04-12 18:03:40,2024-04-12 18:44:40,tablet,/blog,,True
5945,805,2025-06-02 06:37:53,2025-06-02 06:56:53,mobile,/deals,,False
5946,527,2025-11-22 15:06:59,2025-11-22 15:09:59,tablet,/home,9,False
5947,,2024-06-25 03:42:19,2024-06-25 04:20:19,tablet,/category/electronics,,False
5948,,2025-10-04 14:29:12,2025-10-04 14:31:12,mobile,/product-search,14,False
5949,,2025-09-08 18:43:48,2025-09-08 18:54:48,tablet,/deals,,False
5950,2,2025-04-22 00:08:14,2025-04-22 00:40:14,tablet,/home,,False
5951,872,2025-12-25 22:01:45,2025-12-25 22:33:45,desktop,/blog,12,False
5952,1415,2025-08-19 01:02:16,2025-08-19 01:29:16,tablet,/product-search,,False
5953,252,2024-11-04 07:54:53,2024-11-04 08:13:53,mobile,/blog,4,False
5954,,2024-05-05 17:16:39,2024-05-05 18:00:39,desktop,/category/electronics,,False
5955,781,2025-12-24 10:23:35,2025-12-24 10:49:35,desktop,/deals,,False
5956,146,2025-12-31 15:38:38,2025-12-31 15:45:38,desktop,/product-search,,False
5957,564,2025-11-21 11:27:06,2025-11-21 11:57:06,tablet,/category/electronics,,True
5958,144,2025-12-24 01:46:06,2025-12-24 02:07:06,mobile,/product-search,7,False
5959,,2024-04-25 18:53:22,2024-04-25 19:04:22,tablet,/product-search,9,False
5960,,2024-01-05 15:07:49,2024-01-05 15:13:49,mobile,/product-search,,True
5961,1099,2025-11-06 09:59:10,2025-11-06 10:02:10,tablet,/deals,,False
5962,128,2025-04-17 05:35:02,2025-04-17 06:09:02,mobile,/product-search,,False
5963,729,2025-01-06 13:55:47,2025-01-06 14:19:47,desktop,/product-search,,False
5964,1334,2025-04-06 00:54:10,2025-04-06 01:31:10,desktop,/category/electronics,,False
5965,159,2024-12-20 23:20:57,2024-12-20 23:37:57,desktop,/category/electronics,,False
5966,691,2025-04-13 22:57:11,2025-04-13 23:23:11,tablet,/category/apparel,6,False
5967,,2024-02-01 07:57:43,2024-02-01 08:29:43,tablet,/category/electronics,,False
5968,1132,2025-04-03 14:49:17,2025-04-03 15:11:17,mobile,/category/electronics,3,True
5969,1225,2025-10-14 06:11:59,2025-10-14 06:54:59,tablet,/product-search,,True
5970,,2024-12-10 09:41:58,2024-12-10 09:43:58,tablet,/category/electronics,7,False
5971,1239,2025-07-23 21:03:57,2025-07-23 21:10:57,desktop,/category/apparel,,False
5972,473,2025-08-20 23:51:13,2025-08-21 00:35:13,desktop,/deals,,True
5973,,2025-12-08 03:30:13,2025-12-08 04:08:13,mobile,/category/apparel,,False
5974,904,2024-12-02 00:16:56,2024-12-02 00:56:56,mobile,/category/apparel,,True
5975,266,2025-04-12 06:01:14,2025-04-12 06:30:14,desktop,/blog,15,False
5976,,2024-07-18 02:03:19,2024-07-18 02:24:19,mobile,/product-search,,False
5977,,2024-01-23 07:36:29,2024-01-23 07:58:29,tablet,/product-search,,False
5978,,2024-01-02 11:59:11,2024-01-02 12:24:11,desktop,/blog,,False
5979,394,2025-02-15 21:18:01,2025-02-15 21:37:01,tablet,/blog,13,True
5980,,2024-04-13 06:54:28,2024-04-13 07:38:28,desktop,/product-search,,False
5981,,2024-05-16 08:57:17,2024-05-16 09:06:17,mobile,/blog,,True
5982,79,2024-10-31 13:20:07,2024-10-31 13:37:07,tablet,/category/apparel,11,False
5983,1367,2025-12-19 23:21:58,2025-12-19 23:23:58,tablet,/home,,False
5984,1390,2025-11-18 19:18:52,2025-11-18 19:35:52,tablet,/category/apparel,10,False
5985,1458,2025-12-13 10:28:12,2025-12-13 10:48:12,mobile,/category/electronics,1,False
5986,1395,2025-07-06 02:40:09,2025-07-06 03:09:09,mobile,/home,14,False
